#,"ML #",St,"Current Price","List Price","Sale Price",Address,"Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total",Type,"Assessed Value","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info",City,"City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date",DOM,"Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
3501,B464004,S,"$80,000","$80,000","$80,000","9060 Taylor",14777,14843,3,2.0,"1,620",RES,"$80,500","Crawl Space, Slab","Other - See Remarks, Satellite Dish, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Drapes - Some, Natural Woodwork - some, Other - See Remarks, Skylight, Sliding Glass Door, Water Softener - Owned, Whirlpool Tub","1st Floor Bedroom, 1st Floor Master Bedroom, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath",,None,,NEW,Rushford,$0,01/26/2015,01/27/2015,,11/02/2014,1,Stone/Gravel,,"Linoleum/Vinyl, Wall To Wall Carpet-Some",,Propane,,11/01/2014,"Exclusive Right To Sell",313,61,"Rural Road",42.38871,-78.253838,1,range_interpolation,9060,"Taylor Rd",Rushford,NY,"Allegany County",14777,"Allegany County"
3501,B479330,S,"$75,000","$74,900","$75,000","8923 Upper ST",14777,14777,2,1.1,"2,323",RES,"$54,600",Partial,"Other - See Remarks","Ceiling Fan, Circuit Breakers - Some, Sliding Glass Door, Water Softener - Owned","Family Room, Laundry-1st Floor, Living Room, Porch - Open",,"Crawl Space",,NEW,Rushford,$0,10/08/2015,11/13/2015,,07/13/2015,11,Blacktop,,"Ceramic-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,"Oil, Wood",,07/02/2015,"Exclusive Right To Sell",601,109,"Secondary Road",42.390138,-78.248528,1,range_interpolation,8923,"Upper St",Rushford,NY,"Allegany County",14777,"Allegany County"
3501,B455829,S,"$82,680","$89,000","$82,680","124 Broad ST",14779,14214,5,2.0,"2,800",RES,"$18,000",Full,"Cable TV Available, Fully Fenced Yard, Garage Door Opener, Patio","Drapes - Some, Leaded Glass - some, Natural Woodwork - some, Stained Glass - Some","Den/Study, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Porch - Enclosed, Porch - Open",,"Finished, Full",,NEW,Salamanca-City,"$1,541",01/16/2015,02/17/2015,,07/01/2014,0,Blacktop,,"Hardwood-Some, Wall To Wall Carpet-Some",Detached,Gas,,07/01/2014,"Exclusive Right To Sell",224,60,"Neighborhood Street, On Reservation",42.157197,-78.728507,0.8,street_center,,"Broad St",Salamanca,NY,"Cattaraugus County",14779,"Cattaraugus County"
3501,B466168,S,"$76,000","$79,900","$76,000","417 E State ST",14779,,4,1.1,"2,117",RES,"$10,500",Full,"Cable TV Available","Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some","Bonus Room, Laundry-1st Floor, Living Room, Porch - Enclosed",,"Full, Stair Access",,NEW,Salamanca-City,$628,03/09/2015,03/18/2015,,01/09/2015,21,"Dirt, Stone/Gravel",,"Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some",Detached,Gas,,12/19/2014,"Exclusive Right To Sell",150,50,"Neighborhood Street, On Reservation, Primary Road",42.16149,-78.698875,1,range_interpolation,417,"E State St",Salamanca,NY,"Cattaraugus County",14779,"Cattaraugus County"
3501,B481632,S,"$62,500","$67,500","$62,500","26 Myers AVE",14779,,3,1.1,"1,908",RES,"$18,400",Full,"Cable TV Available, Garage Door Opener, Wood Screens/Storms-some","Circuit Breakers - Some, Drapes - Some","1st Floor Master Bedroom, Florida/Sun Room- Heated, Laundry-Basement, Living Room, Porch - Screened",,"Crawl Space",,NEW,Salamanca-City,"$1,100",10/06/2015,11/10/2015,,08/08/2015,9,Concrete,,"Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,07/30/2015,"Exclusive Right To Sell",220,105,"Agricultural District, Neighborhood Street, On Reservation, Secondary Road",42.160295,-78.690641,1,range_interpolation,26,"Myers St",Salamanca,NY,"Cattaraugus County",14779,"Cattaraugus County"
3501,B478707,S,"$29,000","$29,900","$29,000","72 Central AVE",14779,,2,1.0,"1,759",RES,"$7,200",Full,"Cable TV Available, High Speed Internet, Partially Fenced Yard","Ceiling Fan, Circuit Breakers - Some","1st Floor Bedroom, 1st Floor Master Bedroom, Bonus Room, Laundry-1st Floor, Living Room, Porch - Enclosed",,"Crawl Space",,NEW,Salamanca-City,$431,09/04/2015,09/11/2015,,06/29/2015,9,Concrete,,"Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,06/20/2015,"Exclusive Right To Sell",100,90,"Neighborhood Street, On Reservation, Primary Road",42.160181,-78.695523,1,range_interpolation,72,"Central Ave",Salamanca,NY,"Cattaraugus County",14779,"Cattaraugus County"
3501,B470209,S,"$174,000","$169,900","$174,000","12030 Savage RD",14030,14134,4,1.1,"1,866",RES,"$75,000",Partial,"Cable TV Available, High Speed Internet, Thermal Windows - Some","Circuit Breakers - Some, Pex Plumbing- Some","1st Floor Bedroom, Laundry-1st Floor, Living Room, Office, Porch - Open, Possible Additional Bedroom, Workshop","Barn / Outbuilding","Crawl Space",,NEW,Sardinia,$0,07/06/2015,07/08/2015,,04/08/2015,21,Blacktop,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,03/18/2015,"Exclusive Right To Sell",219,179,"Neighborhood Street",42.527427,-78.508386,1,range_interpolation,12030,"Savage Rd",Chaffee,NY,"Cattaraugus County",14030,"Cattaraugus County"
3501,B475492,S,"$170,000","$179,900","$170,000","11540 Allen",14055,14055,3,2.0,"1,612",RES,"$105,500","Full, Partially Finished","Garage Door Opener, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Water Softener - Owned","1st Floor Master Bedroom, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open",Shed,"Scuttle Access",,NEW,Sardinia,$0,07/31/2015,08/06/2015,,05/26/2015,4,"Dirt, Stone/Gravel",,"Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Propane,,05/22/2015,"Exclusive Right To Sell",435,200,"Rural Road",42.572969,-78.565266,1,range_interpolation,11540,"Allen Rd","East Concord",NY,"Erie County",14055,"Erie County"
3501,B463478,S,"$150,900","$159,900","$150,900","13120 Genesee RD",14030,14030,4,2.0,"2,000",RES,"$69,900","Full, Partially Finished","Cable TV Available, Garage Door Opener, High Speed Internet, Patio, Private Yard - see Remarks, Wood Screens/Storms-some","Cathedral Ceiling, Circuit Breakers - Some, Drapes - Some, Natural Woodwork - some, Sliding Glass Door, Water Softener - Owned","Den/Study, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Porch - Open",Shed,"Crawl Space",,NEW,Sardinia,$0,01/05/2015,12/19/2014,,10/25/2014,2,"Blacktop, Turnaround",,"Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some",Attached,Gas,,10/23/2014,"Exclusive Right To Sell",273,165,"Primary Road, Rural Road",42.5518,-78.493501,1,range_interpolation,13120,"Genesee Rd",Chaffee,NY,"Erie County",14030,"Erie County"
3501,B480635,S,"$143,100","$145,000","$143,100","10210 S Protection RD",14030,14030,3,2.0,"1,808",RES,"$29,600","Full, Partially Finished","Deck, Pool-Above Ground","Copper Plumbing - Some, Indoor Pool, Natural Woodwork - some, Stained Glass - Some, Sump Pump, Water Softener - Owned","1st Floor Bedroom, Basement / Rec Room, Bonus Room, Laundry-1st Floor, Living Room, Loft, Porch - Open",Shed,"Crawl Space",,NEW,Sardinia,$0,12/04/2015,12/16/2015,,08/05/2015,16,Stone/Gravel,,"Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Detached,Gas,,07/20/2015,"Exclusive Right To Sell",300,248,"Agricultural District, Horses Permitted",42.598396,-78.495129,1,range_interpolation,10210,"S Protection Rd",Chaffee,NY,"Erie County",14030,"Erie County"
3501,B484489,S,"$135,000","$129,900","$135,000","10800 Matteson Corners RD",14080,14080,4,1.0,"1,504",RES,"$70,100",Full,"TV Antenna","Circuit Breakers - Some, Copper Plumbing - Some, Water Softener - Owned","1st Floor Master Bedroom, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Porch - Open, Workshop",Shed,Full,,NEW,Sardinia,$0,11/11/2015,01/12/2016,,09/15/2015,9,Stone/Gravel,,"Laminate-Some, Tile-Some",,Propane,,09/06/2015,"Exclusive Right To Sell",821,260,"Agricultural District, Rural Road, Wooded Lot",42.594935,-78.60347,1,range_interpolation,10800,"Matteson Corners Rd",Holland,NY,"Erie County",14080,"Erie County"
3501,B468908,S,"$105,000","$107,000","$105,000","12049 Olean RD",14030,,2,1.0,924,RES,"$38,000","Crawl Space, Partial","Fully Fenced Yard","Circuit Breakers - Some, Hot Tub","1st Floor Bedroom, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open",,"Crawl Space",,NEW,Sardinia,$0,07/06/2015,07/15/2015,,03/11/2015,17,Stone/Gravel,,"Laminate-Some, Wall To Wall Carpet-Some",Attached,Electric,,02/22/2015,"Exclusive Right To Sell",153,116,"Other - See Remarks",42.54878,-78.478024,1,range_interpolation,12049,"Olean Rd",Chaffee,NY,"Erie County",14030,"Erie County"
3501,B473808,S,"$160,000","$159,900","$160,000","10543 Maple Ridge RD",14103,14103,5,2.0,"3,304",RES,"$159,100",Full,"Cable TV Available, Deck, Fully Fenced Yard, Garage Door Opener, High Speed Internet, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Porch - Open","Barn / Outbuilding","Full, Stair Access",,NEW,Shelby,$0,07/27/2015,07/31/2015,,05/18/2015,15,"Blacktop, Circular",,"Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some",Detached,"Gas, Wood",,05/03/2015,"Exclusive Right To Sell",350,211,"Agricultural District, Green Area, Primary Road",43.205784,-78.439231,1,range_interpolation,10543,"Maple Ridge Rd",Medina,NY,"Orleans County",14103,"Orleans County"
3501,B480506,S,"$153,060","$159,900","$153,060","11424 Harrison RD",14103,14103,4,1.1,"2,156",RES,"$154,300",Full,"Cable TV Available, Garage Door Opener, High Speed Internet, Pool-Above Ground, Storage, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sump Pump, Water Softener - Owned","1st Floor Bedroom, Family Room, Laundry-1st Floor, Living Room, Other - See Remarks, Porch - Enclosed","Barn / Outbuilding",Full,,NEW,Shelby,$0,11/20/2015,11/24/2015,,08/10/2015,24,"Blacktop, Double Wide",,"Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Attached,"Oil, Propane",,07/17/2015,"Exclusive Right To Sell",0,0,"Agricultural District",43.174338,-78.382935,1,range_interpolation,11424,"Harrison Rd",Medina,NY,"Orleans County",14103,"Orleans County"
3501,B473180,S,"$142,000","$144,900","$142,000","4388 Shelby Basin RD",14103,14103,3,1.1,"3,042",RES,"$130,000","Exterior Walkout, Finished, Full","Fully Fenced Yard, Hot Tub, Thermal Windows - Some","Atrium Door, Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Dry Bar, Hot Tub, Natural Woodwork - some, Sauna, Skylight","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Bonus Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Office, Porch - Open, Possible Additional Bedroom, Workshop","Barn / Outbuilding",None,,NEW,Shelby,$0,07/10/2015,07/13/2015,,05/03/2015,6,Concrete,,"Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached, Detached","Propane, Wood",,04/27/2015,"Exclusive Right To Sell",150,120,"Agricultural District, Rural Road",43.201924,-78.427099,1,range_interpolation,4388,"Shelby Basin Rd",Medina,NY,"Orleans County",14103,"Orleans County"
3501,B482053,S,"$110,000","$114,800","$110,000","11070 Furness PKWY",14103,14103,3,1.0,972,RES,"$74,100",Full,"Cable TV Available, Deck, Garage Door Opener, Other - See Remarks, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Security System - Owned, Sliding Glass Door, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Laundry-Basement, Living Room",Shed,"Crawl Space, Partial, Unfinished",,NEW,Shelby,$0,11/17/2015,11/18/2015,,08/18/2015,14,Blacktop,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,08/04/2015,"Exclusive Right To Sell",265,100,"Agricultural District, Neighborhood Street",43.204783,-78.407965,1,range_interpolation,11070,"Furness Pkwy",Medina,NY,"Orleans County",14103,"Orleans County"
3501,B476308,S,"$97,340","$99,900","$97,340","5328 S Gravel RD",14103,14103,3,2.0,"1,334",RES,"$82,900",Slab,"Cable TV Available, Deck, High Speed Internet","Ceiling Fan, Circuit Breakers - Some, Drapes - Some","1st Floor Master Bedroom, Bonus Room, Laundry-1st Floor",Shed,None,,NEW,Shelby,$0,10/09/2015,10/16/2015,,06/23/2015,22,"Blacktop, Double Wide",,"Laminate-Some, Wall To Wall Carpet-Some, Wood-Some",Detached,Oil,,06/01/2015,"Exclusive Right To Sell",217,150,"Agricultural District",43.152445,-78.39035,1,range_interpolation,5328,"S Gravel Rd",Medina,NY,"Orleans County",14103,"Orleans County"
3501,B479501,S,"$68,620","$74,900","$68,620","4583 Mill ST",14103,14103,4,1.0,"1,196",RES,"$43,700",Full,"Cable TV Available, High Speed Internet, Patio, Wood Screens/Storms-some","Circuit Breakers - Some, Sump Pump","Foyer/Entry Hall, Laundry-1st Floor, Living Room, Porch - Open",,"Crawl Space",,NEW,Shelby,$0,09/30/2015,10/05/2015,,07/09/2015,3,"Blacktop, Stone/Gravel",,"Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,07/06/2015,"Exclusive Right To Sell",315,97,"Agricultural District, Neighborhood Street",43.190165,-78.39097,1,range_interpolation,4583,"Mill St",Medina,NY,"Orleans County",14103,"Orleans County"
3501,B472192,S,"$103,000","$113,500","$103,000","557 Perry RD",14145,14145,2,1.1,"1,255",RES,$0,Full,"Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Storage, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Pex Plumbing- Some, Stained Glass - Some","Bonus Room, Foyer/Entry Hall, Laundry-1st Floor, Office, Studio, Workshop",,"Crawl Space",,NEW,Sheldon,$0,07/06/2015,07/08/2015,,04/25/2015,9,Stone/Gravel,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,04/16/2015,"Exclusive Right To Sell",149,96,"Agricultural District",42.704592,-78.447136,1,range_interpolation,557,"Perry Rd",Strykersville,NY,"Wyoming County",14145,"Wyoming County"
3501,B480639,S,"$79,900","$79,900","$79,900","3919 Route 98",14113,14005,3,1.0,"1,710",RES,"$72,900",Full,"Cable TV Available, High Speed Internet, Thermal Windows - Some","Cathedral Ceiling, Circuit Breakers - Some","1st Floor Bedroom, Family Room, Laundry-1st Floor",,"Crawl Space",,NEW,Sheldon,$0,10/23/2015,10/26/2015,,08/13/2015,24,Stone/Gravel,,"Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Attached,Propane,,07/20/2015,"Exclusive Right To Sell",176,118,"Agricultural District, Primary Road",42.68367,-78.33779,0.22,place,,,"North Java",NY,"Wyoming County",14113,"Wyoming County"
3501,B473405,S,"$32,000","$34,900","$32,000","0 Perry Rd (Pioneer Trail)",14113,14216,1,1.0,546,RES,"$28,500",None,,"Other - See Remarks","1st Floor Bedroom, Porch - Screened",Shed,"Crawl Space, Partial",,NEW,Sheldon,$0,06/23/2015,06/24/2015,,05/07/2015,8,Dirt,,"Wall To Wall Carpet-Some",,Wood,,04/29/2015,"Exclusive Right To Sell",350,539,"Agricultural District, Private Road, Water View",42.697069,-78.358137,0.8,street_center,,"Co Rd 9","North Java",NY,"Wyoming County",14113,"Wyoming County"
3501,B472921,S,"$25,126","$24,000","$25,126","3465 S Roberts RD",14063,,2,1.0,817,RES,"$38,100",Full,"Other - See Remarks","Other - See Remarks","Other - See Remarks",,"Crawl Space",,NEW,Sheridan,$0,06/30/2015,06/30/2015,,05/06/2015,12,Blacktop,,"Hardwood-Some, Laminate-Some, Tile-Some",Attached,Gas,,04/24/2015,"Exclusive Right To Sell",131,92,"Other - See Remarks",42.459451,-79.28606,1,range_interpolation,3465,"S Roberts Rd",Fredonia,NY,"Chautauqua County",14063,"Chautauqua County"
3501,B479204,S,"$79,000","$84,900","$79,000","11 Monroe ST",14136,14136,4,2.0,"1,694",RES,"$82,000","Crawl Space, Partial","Deck, Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","Laundry-1st Floor, Office",Shed,"Crawl Space",,NEW,Hanover,"$1,297",09/23/2015,10/05/2015,,07/22/2015,23,Blacktop,,"Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some",Detached,Gas,,06/29/2015,"Exclusive Right To Sell",132,66,"Neighborhood Street",42.548581,-79.164351,1,range_interpolation,11,"Monroe St","Silver Creek",NY,"Chautauqua County",14136,"Chautauqua County"
3501,B471291,S,"$83,740","$85,000","$83,740","57 Church ST",14550,14550,2,2.0,"1,412",RES,"$75,000","Partially Finished","Other - See Remarks","Circuit Breakers - Some, Natural Woodwork - some, Other - See Remarks","1st Floor Bedroom, Basement / Rec Room, Laundry-1st Floor, Other - See Remarks, Porch - Open, Possible Additional Bedroom",Shed,"Crawl Space",,NEW,Gainesville,$675,06/05/2015,06/29/2015,,04/06/2015,0,Blacktop,,"Hardwood-Some, Laminate-Some, Linoleum/Vinyl",Detached,"Electric, Gas",,04/06/2015,"Exclusive Right To Sell",140,155,"Neighborhood Street",42.659542,-78.086891,1,range_interpolation,57,"Church St","Silver Springs",NY,"Wyoming County",14550,"Wyoming County"
3501,B485633,S,"$63,800","$70,000","$63,800","134 S Main ST",14569,14550,3,2.1,"1,972",RES,"$70,000",Full,Deck,"Drapes - Some","Living Room, Office",,"Crawl Space",,NEW,Gainesville,$680,12/16/2015,12/29/2015,,10/12/2015,21,Dirt,,Tile-Some,Detached,Gas,,09/21/2015,"Exclusive Right To Sell",130,120,"Neighborhood Street",42.737742,-78.132469,1,range_interpolation,134,"S Main St",Warsaw,NY,"Wyoming County",14569,"Wyoming County"
3501,B485141,S,"$95,600","$99,700","$95,600","20 Village LN",14212,14212,3,1.0,"1,276",RES,"$93,400","Finished, Partially Finished","Cable TV Available, Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, Basement / Rec Room, Bonus Room, Foyer/Entry Hall, Living Room, Workshop",,"Crawl Space",,NEW,Cheektowaga,"$1,016",12/28/2015,01/06/2016,,09/23/2015,7,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some, Wood-Some",Attached,Gas,,09/16/2015,"Exclusive Right To Sell",120,70,"Corner Lot, Cul De Sac",42.89115,-78.796133,1,range_interpolation,20,"Village Ln",Buffalo,NY,"Erie County",14212,"Erie County"
3501,B465377,S,"$94,500","$89,000","$94,500","108 Francis AVE",14212,14212,4,2.0,"2,088",RES,"$80,000",Full,"Deck, Fully Fenced Yard, Pool-Above Ground","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sliding Glass Door","1st Floor Bedroom, Laundry-Basement",,Full,,NEW,Cheektowaga,$0,03/12/2015,03/12/2015,,12/09/2014,7,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,12/02/2014,"Exclusive Right To Sell",109,40,"Other - See Remarks",42.897649,-78.787511,1,range_interpolation,108,"Francis Ave",Buffalo,NY,"Erie County",14212,"Erie County"
3501,B468261,S,"$92,900","$94,900","$92,900","182 Boll ST",14212,14032,3,1.1,"1,308",RES,"$70,000","Exterior Walkout, Full","Other - See Remarks","Natural Woodwork - some","Foyer/Entry Hall",,None,,NEW,Cheektowaga,$800,04/30/2015,05/19/2015,,03/01/2015,20,Concrete,,"Hardwood-Some, Wall To Wall Carpet-Some",Attached,Gas,,02/09/2015,"Exclusive Right To Sell",101,60,"Neighborhood Street",42.896151,-78.791193,1,range_interpolation,182,"Boll St",Buffalo,NY,"Erie County",14212,"Erie County"
3501,B479885,S,"$91,000","$97,000","$91,000","14 Village LN",14212,14212,3,1.0,"1,313",RES,"$93,100",Full,"Cable TV Available, Garage Door Opener, Patio, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sump Pump","1st Floor Bedroom, Laundry-Basement, Living Room, Porch - Open",,"Crawl Space",,NEW,Cheektowaga,"$1,013",09/18/2015,09/21/2015,,08/08/2015,29,Concrete,,"Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,07/10/2015,"Exclusive Right To Sell",120,60,"Neighborhood Street",42.891152,-78.796323,1,range_interpolation,14,"Village Ln",Buffalo,NY,"Erie County",14212,"Erie County"
3501,B469654,S,"$82,574","$79,900","$82,574","222 Halstead AVE",14212,14212,4,1.0,"1,556",RES,"$51,900",None,"Awning, Cable TV Available, Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Laundry-Basement, Living Room, Porch - Open",,"Crawl Space",,NEW,Cheektowaga,$637,05/15/2015,05/19/2015,,03/15/2015,5,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,03/10/2015,"Exclusive Right To Sell",121,48,"Near Bus Line, Neighborhood Street",42.896263,-78.794125,1,range_interpolation,222,"Halstead Ave",Buffalo,NY,"Erie County",14212,"Erie County"
3501,B483453,S,"$82,000","$89,999","$82,000","230 Boll ST",14212,,3,1.0,"1,265",RES,"$75,000",Full,"Fully Fenced Yard, Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sump Pump","Laundry-Basement, Porch - Open",,"Scuttle Access",,NEW,Cheektowaga,$816,10/28/2015,11/03/2015,,08/23/2015,2,Concrete,,"Hardwood-Some, Laminate-Some, Linoleum/Vinyl",Attached,Gas,,08/21/2015,"Exclusive Right To Sell",101,60,"Near Bus Line, Neighborhood Street",42.896918,-78.791185,1,range_interpolation,230,"Boll St",Buffalo,NY,"Erie County",14212,"Erie County"
3501,B476887,S,"$80,000","$79,999","$80,000","243 Griffith ST",14212,14212,3,1.0,"1,248",RES,"$58,900",Full,"Cable TV Available, Fully Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, Laundry-Basement, Living Room",Shed,"Crawl Space",,NEW,Cheektowaga,"$1,009",08/21/2015,08/31/2015,,06/12/2015,6,Concrete,,"Laminate-Some, Wall To Wall Carpet-Some",Carport,Gas,,06/06/2015,"Exclusive Right To Sell",86,40,"Near Bus Line, Neighborhood Street",42.897971,-78.791718,1,range_interpolation,243,"Griffith St",Buffalo,NY,"Erie County",14212,"Erie County"
3501,B479469,S,"$77,000","$84,500","$77,000","237 Halstead AVE",14212,14212,4,1.0,"1,056",RES,"$51,000",Full,"Awning, Fully Fenced Yard, Garage Door Opener, Thermal Windows - Some, Wood Screens/Storms-some","Cedar Closets, Copper Plumbing - Some, Electrical Fuses - some","Laundry-Basement, Porch - Open",,Partial,,NEW,Cheektowaga,"$1,670",09/29/2015,01/25/2016,,07/24/2015,18,Concrete,,"Hardwood-Some, Laminate-Some",Detached,Gas,,07/06/2015,"Exclusive Right To Sell",121,58,"Other - See Remarks",42.896501,-78.793824,1,range_interpolation,237,"Halstead Ave",Buffalo,NY,"Erie County",14212,"Erie County"
3501,B471665,S,"$76,000","$75,000","$76,000","262 Crocker ST",14212,14212,3,1.1,"1,120",RES,"$68,900","Finished, Full","Cable TV Available, Partially Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","Basement / Rec Room, Laundry-Basement, Living Room",,None,,NEW,Cheektowaga,$731,08/14/2015,08/24/2015,,04/21/2015,11,Concrete,,"Ceramic-Some, Wall To Wall Carpet-Some",Detached,Gas,,04/10/2015,"Exclusive Right To Sell",100,45,"Near Bus Line",42.899023,-78.788484,1,range_interpolation,262,"Crocker St",Buffalo,NY,"Erie County",14212,"Erie County"
3501,B462261,S,"$75,000","$79,900","$75,000","175 Atlantic AVE",14212,14127,3,1.0,"1,612",RES,"$42,300",Full,"Awning, Cable TV Available, Partially Fenced Yard","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, Laundry-Basement, Living Room, Porch - Open",Shed,Partial,,NEW,Cheektowaga,$724,01/02/2015,01/14/2015,,10/22/2014,21,Concrete,,"Ceramic-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",,Gas,,10/01/2014,"Exclusive Right To Sell",118,55,"Near Bus Line",42.892915,-78.797593,1,range_interpolation,175,"Atlantic Ave",Buffalo,NY,"Erie County",14212,"Erie County"
3501,B472326,S,"$75,000","$79,900","$75,000","80 Crocker ST",14212,14212,3,1.1,"1,288",RES,"$59,400",Full,"Fully Fenced Yard","Circuit Breakers - Some, Sump Pump","1st Floor Bedroom, Laundry-Basement, Living Room",,None,,NEW,Cheektowaga,$630,07/22/2015,07/28/2015,,05/08/2015,21,Concrete,,"Laminate-Some, Tile-Some, Wall To Wall Carpet-Some",Detached,Gas,,04/17/2015,"Exclusive Right To Sell",100,52,"Neighborhood Street",42.894507,-78.788561,1,range_interpolation,80,"Crocker St",Buffalo,NY,"Erie County",14212,"Erie County"
3501,B483485,S,"$75,000","$74,900","$75,000","144 Lackawanna AVE",14212,14212,3,1.0,960,RES,"$68,000",Full,"Partially Fenced Yard, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, Laundry-Basement, Living Room",,"Crawl Space",,NEW,Cheektowaga,$0,11/25/2015,11/25/2015,,09/05/2015,12,Concrete,,"Hardwood-Some, Wall To Wall Carpet-Some",Detached,Gas,,08/24/2015,"Exclusive Right To Sell",118,60,"Green Area",42.894246,-78.796819,1,range_interpolation,144,"Lackawanna Ave",Buffalo,NY,"Erie County",14212,"Erie County"
3501,B484272,S,"$72,500","$74,900","$72,500","135 Roland ST",14212,14212,3,1.1,"1,153",RES,"$62,400",Full,"Cable TV Available, Fully Fenced Yard","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some","1st Floor Bedroom, Den/Study, Laundry-Basement, Living Room, Porch - Open",,None,,NEW,Cheektowaga,$679,12/10/2015,12/14/2015,,09/28/2015,25,Concrete,,"Laminate-Some, Linoleum/Vinyl",Detached,Gas,,09/03/2015,"Exclusive Right To Sell",100,45,"Neighborhood Street",42.895699,-78.789172,1,range_interpolation,135,"Roland St",Buffalo,NY,"Erie County",14212,"Erie County"
