"#","ML #","St","Current Price","List Price","Sale Price","Address","Numof Acres","Numof Stories","Numof Possible Bedrooms","Numof Garage Spaces","Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total","Numof Rooms","Baths Half","Baths Full","Assessed Value","Age","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info","City","City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date","DOM","Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information"
"3001","B486868","S","$475,000","$489,900","$475,000","18 Braunview WAY","0.52","2","","2.5","14127","14127","5","3.1","3,652","10","1","3","$233,600","27","Finished, Full","Deck, Electric Pet Fence, Garage Door Opener, Patio, Private Yard - see Remarks","Circuit Breakers - Some, Copper Plumbing - Some, Security System - Owned","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Office","Shed","Crawl Space","","NEW","Orchard Park","$0","12/28/2015","12/29/2015","","10/17/2015","6","Blacktop","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","10/11/2015","Exclusive Right To Sell","251","90","Neighborhood Street, Wooded Lot"
"3001","B473144","S","$460,000","$459,900","$460,000","4 Lakeridge DR","0.42","2","","2.5","14127","14127","4","2.1","3,037","11","1","2","$218,000","20","Finished, Full","Cable TV Available, Garage Door Opener, High Speed Internet, Hot Tub, Partially Fenced Yard, Patio, Pool-In Ground","Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Security System - Leased, Sump Pump, Two Story Foyer, Wet Bar, Whirlpool Tub","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Crawl Space","","NEW","Orchard Park","$0","06/29/2015","06/29/2015","","05/01/2015","4","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/27/2015","Exclusive Right To Sell","216","85","Neighborhood Street"
"3001","B476391","S","$448,000","$459,900","$448,000","68 Graystone LN","0.58","2","","2.0","14127","14127","5","2.1","3,466","9","1","2","$232,200","10","Full","Cable TV Available, Garage Door Opener, Patio","Ceiling Fan, Copper Plumbing - Some, Drapes - Some, Whirlpool Tub","1st Floor Bedroom, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Morning Room","","Crawl Space","","NEW","Orchard Park","$0","07/31/2015","08/06/2015","","06/12/2015","11","Blacktop","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","06/01/2015","Exclusive Right To Sell","210","120","Wooded Lot"
"3001","B483808","S","$445,000","$479,900","$445,000","34 Braunview WAY","0.45","2","","2.0","14127","14127","4","3.0","3,650","14","0","3","$209,000","25","Full","Garage Door Opener, High Speed Internet, Patio","Central Vacuum System, Security System - Owned, Skylight, Sliding Glass Door, Sump Pump, Two Story Foyer, Wet Bar, Whirlpool Tub","Den/Study, Family Room, Foyer/Entry Hall, Laundry-2nd Floor, Living Room","","Full, Scuttle Access, Unfinished","","NEW","Orchard Park","$0","11/10/2015","11/10/2015","","09/23/2015","27","Blacktop","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","08/27/2015","Exclusive Right To Sell","210","93","Neighborhood Street, Wooded Lot"
"3001","B472247","S","$435,000","$450,000","$435,000","60 Chatham CT","1.18","2","","2.5","14127","14127","4","2.1","3,537","10","1","2","$202,600","11","Exterior Walkout, Finished, Full","Cable TV Available, Deck, Fully Fenced Yard, Garage Door Opener, High Speed Internet, Lawn Sprinkler System, Patio","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Security System - Owned, Sliding Glass Door, Sump Pump, Two Story Foyer, Whirlpool Tub","Basement / Rec Room, Foyer/Entry Hall, Great Room, Laundry-2nd Floor, Living Room, Master Bedroom Bath, Porch - Open","Shed","Crawl Space","","NEW","Orchard Park","$0","07/03/2015","07/07/2015","","04/26/2015","10","Concrete","","Ceramic-Some, Hardwood-Some","Attached","Gas","","04/16/2015","Exclusive Right To Sell","299","70","Cul De Sac, Neighborhood Street, Slope View, Water View"
"3001","B479023","S","$429,900","$429,900","$429,900","5098 Murphy RD","8.50","2","","2.5","14127","14127","4","2.1","2,783","10","1","2","$193,700","5","Full","Cable TV Available, Garage Door Opener, High Speed Internet, Private Yard - see Remarks, Storage, Thermal Windows - Some","Circuit Breakers - Some, Pex Plumbing- Some, Sliding Glass Door, Sump Pump, Whirlpool Tub","Family Room, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Master Bedroom Bath, Morning Room, Office, Porch - Open","","Crawl Space","","NEW","Orchard Park","$0","08/31/2015","09/15/2015","","07/01/2015","2","Stone/Gravel","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/29/2015","Exclusive Right To Sell","1,362","150","Wooded Lot"
"3001","B469161","S","$427,900","$429,900","$427,900","32 Winterhall RD","0.62","2","","3.0","14127","14127","4","2.1","3,482","10","1","2","$229,700","14","Crawl Space, Finished, Full","Awning, Garage Door Opener, High Speed Internet","Ceiling Fan, Central Vacuum System, Security System - Leased, Sliding Glass Door","Basement / Rec Room, Den/Study, Family Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Morning Room, Office, Porch - Open","","Crawl Space","","NEW","Orchard Park","$0","06/22/2015","06/25/2015","","03/21/2015","19","Blacktop","","Ceramic-Some, Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","03/02/2015","Exclusive Right To Sell","205","115","Cul De Sac"
"3001","B478147","S","$415,000","$408,000","$415,000","40 Braunview WAY","0.76","2","","2.5","14127","","5","2.1","3,524","13","1","2","$197,400","27","Partially Finished","Deck, Garage Door Opener, Private Yard - see Remarks","Cathedral Ceiling, Ceiling Fan, Two Story Foyer, Water Softener - Owned, Wet Bar","Den/Study, Foyer/Entry Hall, Laundry-2nd Floor, Loft, Master Bedroom Bath, Office","","Partial","","NEW","Orchard Park","$0","07/31/2015","08/01/2015","","06/24/2015","6","Blacktop","","Ceramic-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/18/2015","Exclusive Right To Sell","369","90","Wooded Lot"
"3501","B473255","S","$407,000","$415,000","$407,000","74 Deer Run","0.60","2","","2.5","14127","14127","4","3.1","3,185","12","1","3","$243,600","19","Finished, Full","Garage Door Opener, Other - See Remarks, Patio, Pool-In Ground","Cathedral Ceiling, Ceiling Fan, Copper Plumbing - Some, Indoor Pool, Skylight, Sliding Glass Door, Sump Pump","Basement / Rec Room, Family Room, Laundry-1st Floor, Laundry-Basement, Morning Room, Office, Porch - Open","Shed","Crawl Space","","NEW","Orchard Park","$0","07/10/2015","07/22/2015","","04/30/2015","2","Blacktop","","Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/28/2015","Exclusive Right To Sell","200","125","Other - See Remarks"
"3501","B477470","S","$375,000","$379,900","$375,000","20 Knob Hill RD","0.63","2","","2.0","14127","14127","5","2.1","3,048","10","1","2","$190,500","45","Finished, Full","Garage Door Opener, Patio, Pool-In Ground, Private Yard - see Remarks","Ceiling Fan, Copper Plumbing - Some, Sliding Glass Door","Basement / Rec Room, Family Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","","Full","","NEW","Orchard Park","$0","07/24/2015","08/13/2015","","06/14/2015","2","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/12/2015","Exclusive Right To Sell","250","110","Other - See Remarks"
"3501","B469949","S","$369,900","$369,900","$369,900","9 Swallow LN","0.70","2","","2.5","14127","14127","4","3.0","2,964","9","0","3","$196,700","31","Finished, Full","Deck, Garage Door Opener","Attic Fan, Central Vacuum System, Copper Plumbing - Some, Sliding Glass Door, Sump Pump","Basement / Rec Room, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Full","","NEW","Orchard Park","$0","05/22/2015","06/04/2015","","03/23/2015","7","Blacktop","","Ceramic-Some, Hardwood-Some, Marble-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","03/16/2015","Exclusive Right To Sell","201","150","Other - See Remarks"
"3501","B477680","S","$367,000","$374,900","$367,000","33 Fox Chapel DR","0.59","2","","2.5","14127","14127","4","2.1","3,264","9","1","2","$195,700","30","Full, Partially Finished","Cable TV Available, Electric Pet Fence, Garage Door Opener, High Speed Internet","Attic Fan, Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Security System - Owned, Sump Pump, Wet Bar, Whirlpool Tub","Den/Study, Family Room, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Living Room, Loft, Master Bedroom Bath, Porch - Open","Shed","Crawl Space","","NEW","Orchard Park","$0","10/06/2015","10/06/2015","","07/14/2015","29","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/15/2015","Exclusive Right To Sell","205","125","Neighborhood Street"
"3501","B464455","S","$362,500","$389,900","$362,500","70 Stoughton LN","0.58","2","","2.1","14127","14127","4","2.1","2,967","10","1","2","$197,200","12","Full","Cable TV Available, Fully Fenced Yard, Garage Door Opener, High Speed Internet, Patio, Pool-Above Ground, Private Yard - see Remarks","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Leaded Glass - some, Sliding Glass Door, Sump Pump, Two Story Foyer, Whirlpool Tub","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Morning Room, Office, Other - See Remarks","","Full, Scuttle Access","","NEW","Orchard Park","$0","02/09/2015","02/11/2015","","11/19/2014","9","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","11/10/2014","Exclusive Right To Sell","210","120","Neighborhood Street, Wooded Lot"
"3501","B472525","S","$360,000","$359,900","$360,000","5165 S Freeman RD","1.51","2","","2.5","14127","14127","3","2.1","2,801","9","1","2","$145,800","22","Full","Cable TV Available, Garage Door Opener, Patio","Attic Fan, Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Skylight, Sliding Glass Door, Sump Pump","Bonus Room, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","","None","","NEW","Orchard Park","$0","07/07/2015","07/13/2015","","04/22/2015","6","Blacktop","","Other - See Remarks","Attached","Gas","","04/16/2015","Exclusive Right To Sell","561","58","Wooded Lot"
"3501","B472048","S","$340,000","$348,200","$340,000","5720 Cole RD","5.70","1","","2.0","14127","14127","3","2.0","2,180","7","0","2","$159,600","57","Full, Partially Finished","Cable TV Available, Garage Door Opener, Patio","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Security System - Owned, Sliding Glass Door, Whirlpool Tub","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Family Room, Laundry-1st Floor, Living Room, Porch - Open, Workshop","","None","","NEW","Orchard Park","$0","06/05/2015","06/24/2015","","04/18/2015","3","Blacktop, Turnaround","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/15/2015","Exclusive Right To Sell","708","286","Slope View, Water View, Wooded Lot"
"3501","B473473","S","$324,900","$324,900","$324,900","23 Greenwood DR","0.58","2","","2.0","14127","14127","4","2.1","2,928","8","1","2","$205,000","43","Full","Cable TV Available, Garage Door Opener, Patio","Cedar Closets, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sump Pump","Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","","Crawl Space","","NEW","Orchard Park","$0","06/26/2015","07/09/2015","","05/11/2015","11","Blacktop","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","04/30/2015","Exclusive Right To Sell","200","126","Wooded Lot"
"3501","B472300","S","$320,000","$299,900","$320,000","14 Tanglewood DR E","0.80","2","","2.0","14127","14127","4","2.1","2,904","12","1","2","$163,800","40","Full, Partially Finished","Deck, Garage Door Opener, High Speed Internet, Partially Fenced Yard, Private Yard - see Remarks","Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Security System - Owned, Skylight, Sliding Glass Door, Whirlpool Tub","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor","Shed","Scuttle Access","","NEW","Orchard Park","$0","07/28/2015","07/28/2015","","04/20/2015","3","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/17/2015","Exclusive Right To Sell","269","130","Neighborhood Street, Wooded Lot"
"3501","B472918","S","$317,700","$317,700","$317,700","4 Templeton","0.69","2","","2.5","14127","14127","4","2.1","2,384","8","1","2","$162,000","10","Full","Garage Door Opener, Partially Fenced Yard, Patio","Ceiling Fan, Circuit Breakers - Some, Sump Pump, Two Story Foyer","Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Master Bedroom Bath, Morning Room","","Scuttle Access","","NEW","Orchard Park","$0","06/19/2015","07/01/2015","","04/27/2015","3","Blacktop","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","04/24/2015","Exclusive Right To Sell","270","112","Cul De Sac"
"3501","B474374","S","$315,000","$322,000","$315,000","38 Fox Chapel DR","0.61","2","","2.5","14127","14127","4","2.1","2,894","9","1","2","$172,400","28","Partially Finished","Awning, Cable TV Available, Deck, Garage Door Opener, High Speed Internet","Attic Fan, Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Security System - Owned, Skylight, Sump Pump, Whirlpool Tub","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","Shed","Crawl Space","","NEW","Orchard Park","$0","06/26/2015","07/06/2015","","05/13/2015","2","Concrete","","Ceramic-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","05/11/2015","Exclusive Right To Sell","212","125","Wooded Lot"
"3501","B475877","S","$315,000","$319,900","$315,000","5 Sylvan CIR","0.45","2","","2.5","14127","14127","4","2.1","2,429","9","1","2","$149,500","22","Finished, Full","Cable TV Available, Deck, Garage Door Opener","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","Basement / Rec Room, Foyer/Entry Hall, Laundry-2nd Floor","","Crawl Space","","NEW","Orchard Park","$0","10/26/2015","10/26/2015","","06/07/2015","11","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/27/2015","Exclusive Right To Sell","141","139","Neighborhood Street"
"3501","B480134","S","$309,900","$309,900","$309,900","265 Lawrence Woods","0.61","2","","2.5","14127","14127","4","2.0","2,366","8","0","2","$154,900","17","Full","Cable TV Available, Deck, Garage Door Opener, Pool-In Ground","Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Security System - Leased, Skylight, Sump Pump","Den/Study, Family Room, Foyer/Entry Hall, Laundry-Basement, Office","Shed","Crawl Space","","NEW","Orchard Park","$0","09/25/2015","10/01/2015","","07/14/2015","1","Concrete","","Ceramic-Some, Laminate-Some, Wall To Wall Carpet-Some","Attached","Gas","","07/13/2015","Exclusive Right To Sell","241","110","Cul De Sac, Neighborhood Street"
"3501","B483302","S","$307,000","$319,900","$307,000","5 Hilltowne DR","0.53","2","","2.5","14127","14127","4","2.1","2,154","10","1","2","$130,800","8","Full","Cable TV Available, Garage Door Opener, High Speed Internet, Partially Fenced Yard, Patio, Playset / Swingset, Pool-In Ground","Attic Fan, Cathedral Ceiling, Indoor Pool, Natural Woodwork - some, Sliding Glass Door, Sump Pump","Basement / Rec Room, Family Room, Living Room, Master Bedroom Bath, Other - See Remarks, Porch - Open","","Crawl Space","","NEW","Orchard Park","$0","11/06/2015","11/18/2015","","09/04/2015","15","Blacktop","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","08/20/2015","Exclusive Right To Sell","194","110","Other - See Remarks"
"3501","B476041","S","$306,500","$294,900","$306,500","6545 Gartman RD","2.90","2","","2.0","14127","14127","3","2.1","1,980","7","1","2","$132,100","17","Full","Awning, Garage Door Opener, Other - See Remarks, Patio","Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Other - See Remarks, Security System - Owned, Sump Pump, Whirlpool Tub","1st Floor Master Bedroom, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Master Bedroom Bath, Other - See Remarks, Workshop","Shed","Crawl Space","","NEW","Orchard Park","$0","08/28/2015","09/02/2015","","05/31/2015","3","Blacktop","","Ceramic-Some, Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/28/2015","Exclusive Right To Sell","433","291","Wooded Lot"
"3501","B483382","S","$304,100","$309,900","$304,100","36 Timberlake DR","0.83","2","","4.0","14127","14127","3","2.1","2,547","7","1","2","$167,000","34","Partially Finished","Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Playset / Swingset, Pool-Neighborhood/Community, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sliding Glass Door","Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room","","Pull Down Stairs, Scuttle Access","","NEW","Orchard Park","$0","10/02/2015","10/14/2015","","08/26/2015","8","Blacktop","","Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","08/18/2015","Exclusive Right To Sell","234","155","Wooded Lot"
"3501","B470389","S","$303,000","$309,000","$303,000","300 Independence DR","0.46","2","","2.5","14127","14127","4","2.1","2,748","9","1","2","$159,300","23","Full","Cable TV Available, Deck, Garage Door Opener","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Crawl Space, Scuttle Access","","NEW","Orchard Park","$0","06/03/2015","06/10/2015","","03/31/2015","10","Blacktop","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","03/21/2015","Exclusive Right To Sell","200","100","Neighborhood Street, Wooded Lot"
"3501","B473980","S","$298,000","$299,900","$298,000","6 Knob Hill RD","0.64","2","","2.0","14127","14127","4","2.1","2,275","11","1","2","$150,000","47","Full","Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Thermal Windows - Some","Copper Plumbing - Some","Family Room, Foyer/Entry Hall, Laundry-Basement","","Scuttle Access","","NEW","Orchard Park","$0","08/05/2015","08/10/2015","","05/14/2015","8","Stone/Gravel","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/06/2015","Exclusive Right To Sell","254","110","Neighborhood Street, Wooded Lot"
"3501","B480662","S","$297,000","$305,000","$297,000","6239 S Abbott RD","1.43","2","","2.0","14127","14127","3","2.1","2,251","9","1","2","$101,800","22","Crawl Space, Partial","Deck, Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Security System - Owned, Skylight, Sump Pump, Water Softener - Owned, Whirlpool Tub","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Loft, Master Bedroom Bath, Porch - Open, Porch - Screened","","Crawl Space, Full","","NEW","Orchard Park","$0","09/29/2015","10/09/2015","","07/30/2015","10","Concrete","","Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Attached","Gas","","07/20/2015","Exclusive Right To Sell","579","122","Agricultural District, Rural Road, Wooded Lot"
"3501","B476789","S","$296,000","$299,000","$296,000","7 Silent Meadow LN","0.48","1","","2.5","14127","14127","3","2.1","2,752","7","1","2","$205,200","25","Full","Garage Door Opener, Patio","Cathedral Ceiling, Ceiling Fan, Security System - Owned, Skylight, Sump Pump","1st Floor Master Bedroom, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Porch - Open","","Crawl Space","","NEW","Orchard Park","$0","08/14/2015","08/27/2015","","06/24/2015","19","Concrete","","Ceramic-Some, Laminate-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/05/2015","Exclusive Right To Sell","216","97","Wooded Lot"
"3501","B473078","S","$295,000","$299,900","$295,000","85 Ashwood LN","0.41","2","","2.0","14127","14127","4","2.1","2,024","10","1","2","$135,800","22","Full","Deck, Garage Door Opener, Hot Tub, Playset / Swingset","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Hot Tub, Sliding Glass Door, Sump Pump","1st Floor Bedroom, Family Room","Shed","Crawl Space","","NEW","Orchard Park","$0","08/07/2015","08/27/2015","","05/21/2015","24","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/27/2015","Exclusive Right To Sell","172","104","Near Bus Line, Neighborhood Street"
"3501","B475499","S","$295,000","$299,900","$295,000","24 Thomaston LN","0.80","2","","2.0","14127","14127","5","2.1","2,503","9","1","2","$130,800","39","Crawl Space, Full","Deck, Garage Door Opener, High Speed Internet, Patio","Circuit Breakers - Some, Drapes - Some, Sump Pump","Family Room, Florida/Sun Room- Heated, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Enclosed, Porch - Open","Shed","Crawl Space","","NEW","Orchard Park","$0","07/31/2015","08/13/2015","","05/26/2015","5","Blacktop","","Other - See Remarks","Attached","Gas","","05/21/2015","Exclusive Right To Sell","201","75","Cul De Sac, Near Bus Line, Neighborhood Street, Wooded Lot"
"3501","B483471","S","$295,000","$299,870","$295,000","50 Midway","0.46","2","","2.5","14127","14025","3","2.1","2,311","10","1","2","$155,400","19","Full","Fully Fenced Yard, Patio","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump","1st Floor Master Bedroom, Bonus Room, Family Room, Florida/Sun Room- Heated, Laundry-Basement, Living Room, Master Bedroom Bath, Morning Room","","Partial","","NEW","Orchard Park","$0","11/24/2015","11/25/2015","","09/14/2015","22","Blacktop","","Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","08/23/2015","Exclusive Right To Sell","200","100","Cul De Sac"
"3501","B467867","S","$289,900","$289,900","$289,900","38 E Royal Hill DR","0.32","2","","2.5","14127","14127","4","2.1","2,541","11","1","2","$239,298","20","Full, Partially Finished","Cable TV Available, Garage Door Opener, Partially Fenced Yard, Pool-Above Ground","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump, Whirlpool Tub","Basement / Rec Room, Den/Study, Family Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","","Scuttle Access","","NEW","Orchard Park","$0","05/29/2015","06/10/2015","","02/23/2015","21","Concrete","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","02/02/2015","Exclusive Right To Sell","135","102","Neighborhood Street"
"3501","B474023","S","$289,000","$289,000","$289,000","42 Tanglewood DR W","1.60","2","","2.5","14127","14127","4","2.1","2,529","9","1","2","$159,500","39","Finished, Full","Deck, Garage Door Opener, High Speed Internet","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door, Wet Bar","Basement / Rec Room, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Other - See Remarks","Shed","Scuttle Access","","NEW","Orchard Park","$0","08/07/2015","08/07/2015","","05/11/2015","5","Blacktop, Double Wide","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/06/2015","Exclusive Right To Sell","339","82","Green Area, Neighborhood Street"
"3501","B462607","S","$285,535","$299,900","$285,535","14 Concord DR","0.33","2","","2.5","14127","14127","5","2.1","3,224","12","1","2","$174,000","43","Full","Cable TV Available, Deck, Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump, Wet Bar","Family Room, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Scuttle Access","","NEW","Orchard Park","$0","01/09/2015","01/14/2015","","10/27/2014","19","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","10/08/2014","Exclusive Right To Sell","175","82","Neighborhood Street"
"3501","B482392","S","$277,500","$279,500","$277,500","12 Concord DR","0.41","2","","2.5","14127","14127","4","2.1","2,351","8","1","2","$148,100","45","Full","Cable TV Available, Deck, Garage Door Opener, Pool-Neighborhood/Community, Private Yard - see Remarks","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sump Pump, Wet Bar","Family Room, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","","Scuttle Access","","NEW","Orchard Park","$0","09/25/2015","10/07/2015","","08/15/2015","5","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","08/10/2015","Exclusive Right To Sell","205","86","Cul De Sac, Neighborhood Street"
"3501","B482582","S","$277,000","$269,900","$277,000","6157 Berkley DR","0.38","2","","2.5","14127","14127","4","2.0","2,794","8","0","2","$139,800","39","Partially Finished","Deck, Garage Door Opener, Hot Tub","Cathedral Ceiling, Wet Bar","Other - See Remarks","","Full","","NEW","Orchard Park","$0","11/06/2015","11/25/2015","","08/30/2015","19","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","08/11/2015","Exclusive Right To Sell","150","109","Other - See Remarks"
"3501","B479940","S","$275,400","$274,900","$275,400","5426 Powers RD","2.00","2","","5.0","14127","14127","4","1.1","2,130","7","1","1","$129,300","43","Full","Cable TV Available, Deck, Other - See Remarks","Circuit Breakers - Some, Skylight, Sliding Glass Door, Sump Pump","Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open","","Stair Access","","NEW","Orchard Park","$0","10/13/2015","10/20/2015","","08/05/2015","26","Blacktop","","Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","2nd Garage, Attached","Gas","","07/10/2015","Exclusive Right To Sell","662","154","Primary Road"
"3501","B479666","S","$275,000","$274,900","$275,000","6879 Jewett Holmwood RD","0.92","1.7","","2.0","14127","14127","4","2.0","2,146","8","0","2","$99,200","65","Full, Partially Finished","Awning, Balcony, Garage Door Opener, Other - See Remarks","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Other - See Remarks, Sliding Glass Door, Sump Pump","1st Floor Bedroom, Bonus Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Master Bedroom Bath, Other - See Remarks","Shed","Crawl Space, Pull Down Stairs","","NEW","Orchard Park","$0","09/21/2015","09/24/2015","","07/09/2015","1","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","07/08/2015","Exclusive Right To Sell","300","134","Neighborhood Street, Primary Road"
